filename,title,authors,doi,arxiv_id,keywords,summary,tps,model,platform,raw_output
2601.07635v2_Learning About Learning A Physics Path from Spin G.pdf,Learning About Learning: A Physics Path from Spin Glasses to Artificial Intelligence,"Denis D. Caprioti, Matheus Haas, Constantino F. Vasconcelos, Mauricio Girardi-Schappo",88040-900,,"spin glasses, neural networks, statistical mechanics, neural networks, artificial intelligence, computational methods","The paper discusses the Hopfield model's role in connecting physics, statistics, and AI, offering a pedagogical framework for understanding its applications in associative memory and optimization.",28.3,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Learning About Learning: A Physics Path from Spin Glasses to Artificial || Intelligence || Denis D. Caprioti, ∗ Matheus Haas, ∗ Constantino F. Vasconcelos, and Mauricio Girardi-Schappo † || NeuroPhysics Laboratory, || Departamento de F ´ ısica, || Universidade Federal de Santa Catarina, Fl ... (truncated) ||  || { || ""title"": ""Learning About Learning: A Physics Path from Spin Glasses to Artificial Intelligence"", || ""authors"": [ || ""Denis D. Caprioti"", || ""Matheus Haas"", || ""Constantino F. Vasconcelos"", || ""Mauricio Girardi-Schappo"" || ], || ""doi"": ""88040-900"", || ""arxiv_id"": """", || ""keywords"": [ || ""spin glasses"", || ""neural networks"", || ""statistical mechanics"", || ""neural networks"", || ""artificial intelligence"", || ""computational methods"" || ], || ""summary"": ""The paper discusses the Hopfield model's role in connecting physics, statistics, and AI, offering a pedagogical framework for understanding its applications in associative memory and optimization."" || } ||  || [ Prompt: 126.8 t/s | Generation: 28.3 t/s ]"
2601.07638v1_SALT-KG A Benchmark for Semantics-Aware Learning o.pdf,A Benchmark for Semantics-Aware Learning on Enterprise Tables,"Isaiah Onando Mulang, Felix Sasaki, Tassilo Klein, Jonas Kolk, Nikolay Grechanov, Johannes Hoffart",10.48550/arXiv.2303.04219,10.48550/arXiv.2303.04219,"semantics-aware learning, SALT benchmark, metadata knowledge graph, tabular data, declarative knowledge, entity relationships","Building upon the SALT benchmark for relational prediction, we introduce SALT-KG, a benchmark for semantics-aware learning on enterprise tables. SALT-KG extends SALT by linking multi-table transactional data with a structured Operational Business Knowledge represented in a Metadata Knowledge Graph (OBKG) that captures field-level descriptions, relational dependencies, and business object-types. This enables evaluation of models that jointly reason over tabular evidence and contextual semantics.",29.3,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || SALT-KG: A Benchmark for Semantics-Aware || Learning on Enterprise Tables || Isaiah Onando Mulang’ || SAP SE || mulang.onando@sap.com || Felix Sasaki || SAP SE || felix.sasaki@sap.com || Tassilo Klein || SAP SE || tassilo.klein@sap.com || Jonas Kolk || SAP SE || jonas.kolk@sap.com || Nikolay Grechanov || SAP SE || nikolay.grech ... (truncated) ||  || { || ""title"": ""A Benchmark for Semantics-Aware Learning on Enterprise Tables"", || ""authors"": [ || ""Isaiah Onando Mulang"", || ""Felix Sasaki"", || ""Tassilo Klein"", || ""Jonas Kolk"", || ""Nikolay Grechanov"", || ""Johannes Hoffart"" || ], || ""doi"": ""10.48550/arXiv.2303.04219"", || ""arxiv_id"": ""10.48550/arXiv.2303.04219"", || ""keywords"": [ || ""semantics-aware learning"", || ""SALT benchmark"", || ""metadata knowledge graph"", || ""tabular data"", || ""declarative knowledge"", || ""entity relationships"" || ], || ""summary"": ""Building upon the SALT benchmark for relational prediction, we introduce SALT-KG, a benchmark for semantics-aware learning on enterprise tables. SALT-KG extends SALT by linking multi-table transactional data with a structured Operational Business Knowledge represented in a Metadata Knowledge Graph (OBKG) that captures field-level descriptions, relational dependencies, and business object-types. This enables evaluation of models that jointly reason over tabular evidence and contextual semantics."" || } ||  || [ Prompt: 120.1 t/s | Generation: 29.3 t/s ]"
2601.07641v1_Beyond Static Tools Test-Time Tool Evolution for S.pdf,Beyond Static Tools: Test-Time Tool Evolution for Scientific Reasoning,"Jiaxuan Lu1, Ziyu Kong2, Yemin Wang3, Rong Fu4, Haiyuan Wan1, Cheng Yang6, Wenjie Lou1, Haoran Sun1, Lilong Wang1, Yankai Jiang1, Xiaosong Wang1, Xiao Sun1, Dongzhan Zhou1",,,,"The paper discusses the limitations of static tool libraries in scientific reasoning and introduces Test-Time Tool Evolution (TTE) to enable agents to create, verify, and evolve executable tools during inference. It presents SciEvo, a benchmark with 1,590 scientific reasoning tasks, and highlights TTE's performance advantages.",30.0,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Beyond Static Tools: Test-Time Tool Evolution for Scientific Reasoning || Jiaxuan Lu1,†, Ziyu Kong2,†, Yemin Wang3,†, Rong Fu4, Haiyuan Wan1,5, || Cheng Yang6, Wenjie Lou1, Haoran Sun1, Lilong Wang1, || Yankai Jiang1, Xiaosong Wang1, Xiao Sun1, Dongzhan Zhou1,∗ || 1Shanghai Artificial I ... (truncated) ||  || { || ""title"": ""Beyond Static Tools: Test-Time Tool Evolution for Scientific Reasoning"", || ""authors"": [ || ""Jiaxuan Lu1"", || ""Ziyu Kong2"", || ""Yemin Wang3"", || ""Rong Fu4"", || ""Haiyuan Wan1"", || ""Cheng Yang6"", || ""Wenjie Lou1"", || ""Haoran Sun1"", || ""Lilong Wang1"", || ""Yankai Jiang1"", || ""Xiaosong Wang1"", || ""Xiao Sun1"", || ""Dongzhan Zhou1"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""The paper discusses the limitations of static tool libraries in scientific reasoning and introduces Test-Time Tool Evolution (TTE) to enable agents to create, verify, and evolve executable tools during inference. It presents SciEvo, a benchmark with 1,590 scientific reasoning tasks, and highlights TTE's performance advantages."" || } ||  || [ Prompt: 122.9 t/s | Generation: 30.0 t/s ]"
2601.07651v1_Active Evaluation of General Agents Problem Defini.pdf,Active Evaluation of General Agents: Problem,"Marc Lanctot, Kate Larson, Ian Gemp, Michael Kaisers",10.48550/acm,,"general evaluation, multitask evaluation, ranking, active learning, game theory, social choice theory","This paper proposes a formal definition and conceptual framework for active evaluation of agents across multiple tasks, assessing ranking algorithms based on sample size. It compares classical Elo with Soft Condorcet Optimization, showing it outperforms Elo in real Atari evaluations.",30.4,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Active Evaluation of General Agents: Problem || Definition and Comparison of Baseline Algorithms || Marc Lanctot || Google DeepMind || lanctot@google.com || Kate Larson || Google DeepMind, University of Waterloo || katelarson@google.com || Ian Gemp || Google DeepMind || imgemp@google.com || Michael Kaisers || Google D ... (truncated) ||  || { || ""title"": ""Active Evaluation of General Agents: Problem"", || ""authors"": [ || ""Marc Lanctot"", || ""Kate Larson"", || ""Ian Gemp"", || ""Michael Kaisers"" || ], || ""doi"": ""10.48550/acm"", || ""arxiv_id"": """", || ""keywords"": [ || ""general evaluation"", || ""multitask evaluation"", || ""ranking"", || ""active learning"", || ""game theory"", || ""social choice theory"" || ], || ""summary"": ""This paper proposes a formal definition and conceptual framework for active evaluation of agents across multiple tasks, assessing ranking algorithms based on sample size. It compares classical Elo with Soft Condorcet Optimization, showing it outperforms Elo in real Atari evaluations."" || } ||  || [ Prompt: 118.5 t/s | Generation: 30.4 t/s ]"
2601.07654v1_Towards Automating Blockchain Consensus Verificati.pdf,Towards Automating Blockchain Consensus,"Elliot Jones1, William Knottenbelt",,,"Blockchain, Consensus, Formal Verification, Theorem, Artificial Intelligence","This paper presents IsabeLLM, a tool integrating Isabelle with a Large Language Model to automate and verify blockchain consensus protocols, demonstrating its effectiveness in proving Bitcoin's Proof of Work consensus.",30.9,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Towards Automating Blockchain Consensus || Verification with IsabeLLM || Elliot Jones1 and William Knottenbelt || Department of Computing, Imperial College London, United Kingdom || 1e.jones24@imperial.ac.uk || Abstract.Consensus protocols are crucial for a blockchain system as || they are what allow ... (truncated) ||  || { || ""title"": ""Towards Automating Blockchain Consensus"", || ""authors"": [""Elliot Jones1"", ""William Knottenbelt""], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [""Blockchain"", ""Consensus"", ""Formal Verification"", ""Theorem"", ""Artificial Intelligence""], || ""summary"": ""This paper presents IsabeLLM, a tool integrating Isabelle with a Large Language Model to automate and verify blockchain consensus protocols, demonstrating its effectiveness in proving Bitcoin's Proof of Work consensus."" || } ||  || [ Prompt: 136.9 t/s | Generation: 30.9 t/s ]"
2601.07663v2_Reasoning Models Will Blatantly Lie About Their Re.pdf,Reasoning Models Will Blatantly Lie About Their Reasoning,"William Walden, Johns Hopkins University",,,"reasoning models, faithfulness, CoT monitoring","The paper investigates whether Large Reasoning Models (LRMs) can be deceptively faithful by ignoring hints in prompts, revealing potential issues with their reasoning transparency.",30.2,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Reasoning Models Will Blatantly Lie About Their Reasoning || William Walden || Johns Hopkins University || wwalden1@jh.edu || Abstract || It has been shown that Large Reasoning Mod- || els (LRMs) may notsay what they think: they || do not always volunteer information about how || certain parts of the input ... (truncated) ||  || { || ""title"": ""Reasoning Models Will Blatantly Lie About Their Reasoning"", || ""authors"": [""William Walden"", ""Johns Hopkins University""], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [""reasoning models"", ""faithfulness"", ""CoT monitoring""], || ""summary"": ""The paper investigates whether Large Reasoning Models (LRMs) can be deceptively faithful by ignoring hints in prompts, revealing potential issues with their reasoning transparency."" || } ||  || [ Prompt: 126.5 t/s | Generation: 30.2 t/s ]"
2601.07666v1_Variational Contrastive Learning for Skeleton-base.pdf,Variational Contrastive Learning for Skeleton-based Action Recognition,"Dang-Dinh NGUYEN1, Decky ASPANDI-LATIF1, Titus ZAHARIA1",arXiv:2601.07666v1,arXiv:2601.07666,"Human Action Recognition, Self-Supervised Learning, Variational Inference","This paper proposes a variational contrastive learning framework integrating probabilistic latent modeling with contrastive self-supervised learning to improve skeleton-based action recognition, demonstrating superior performance across benchmarks.",29.6,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Variational Contrastive Learning for || Skeleton-based Action Recognition || Dang-Dinh NGUYEN1, Decky ASPANDI-LATIF1, and Titus ZAHARIA1 || Département ARTEMIS, Télécom SudParis, Institut Polytechnique de Paris, France || {firstname.lastname}@telecom-sudparis.eu || Abstract.In recent years, sel ... (truncated) ||  || { || ""title"": ""Variational Contrastive Learning for Skeleton-based Action Recognition"", || ""authors"": [""Dang-Dinh NGUYEN1"", ""Decky ASPANDI-LATIF1"", ""Titus ZAHARIA1""], || ""doi"": ""arXiv:2601.07666v1"", || ""arxiv_id"": ""arXiv:2601.07666"", || ""keywords"": [""Human Action Recognition"", ""Self-Supervised Learning"", ""Variational Inference""], || ""summary"": ""This paper proposes a variational contrastive learning framework integrating probabilistic latent modeling with contrastive self-supervised learning to improve skeleton-based action recognition, demonstrating superior performance across benchmarks."" || } ||  || [ Prompt: 137.8 t/s | Generation: 29.6 t/s ]"
2601.07667v1_Adaptive Layer Selection for Layer-Wise Token Prun.pdf,Adaptive Layer Selection for Layer-Wise Token Pruning in LLM Inference,"Rei Taniguchi, Yuyang Dong, Makoto Onizuka, Chuan Xiao",,,,"The paper proposes ASL, a training-free method that adaptively chooses the selection layer for KV cache reduction, exploiting the variance of token ranks ordered by attention score. It balances performance across tasks while meeting user-specified KV budget requirements.",30.3,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Adaptive Layer Selection for Layer-Wise Token Pruning in LLM Inference || 1Rei Taniguchi,2Yuyang Dong,1Makoto Onizuka, 1,3Chuan Xiao || 1Osaka University,2SB Intuitions, 3Nagoya University || {taniguchi.rei, onizuka, chuanx}@ist.osaka-u.ac.jp, yuyang.dong@sbintuitions.co.jp || Abstract || Due to t ... (truncated) ||  || { || ""title"": ""Adaptive Layer Selection for Layer-Wise Token Pruning in LLM Inference"", || ""authors"": [ || ""Rei Taniguchi"", || ""Yuyang Dong"", || ""Makoto Onizuka"", || ""Chuan Xiao"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""The paper proposes ASL, a training-free method that adaptively chooses the selection layer for KV cache reduction, exploiting the variance of token ranks ordered by attention score. It balances performance across tasks while meeting user-specified KV budget requirements."" || } ||  || [ Prompt: 126.7 t/s | Generation: 30.3 t/s ]"
2601.07685v1_Predictive Analytics for Dementia Machine Learning.pdf,Predictive Analytics for Dementia: Machine Learning on Healthcare Data,"Shafiul Ajam Opee, Nafiz Fahad, Anik Sen, Rasel Ahmed, Fariha Jahan, Md. Kishor Morol, Md Rashedul Islam",,,"Dementia, Machine learning, Linear Discriminant Analysis (LDA), APOE-ϵ4 allele, Chronic conditions, Explainable AI","This study focuses on enhancing dementia prediction using machine learning techniques on patient health data. Supervised learning algorithms such as K-Nearest Neighbors, Quadratic Discriminant Analysis, Linear Discriminant Analysis, and Gaussian Process Classifiers were applied. Techniques like SMOTE and TF-IDF vectorization addressed class imbalance. LDA achieved the highest testing accuracy of 98%, highlighting the importance of model interpretability and correlations with features like APOE-ϵ4 allele and chronic conditions.",29.6,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Predictive Analytics for Dementia: Machine || Learning on Healthcare Data || 1st Shafiul Ajam Opee || Faculty of Science & Technology || American International University-Bangladesh || Dhaka, Bangladesh || opee.cse@gmail.com || 2nd Nafiz Fahad || Faculty of Information Science & Technology || Multimedia Unive ... (truncated) ||  || { || ""title"": ""Predictive Analytics for Dementia: Machine Learning on Healthcare Data"", || ""authors"": [ || ""Shafiul Ajam Opee"", || ""Nafiz Fahad"", || ""Anik Sen"", || ""Rasel Ahmed"", || ""Fariha Jahan"", || ""Md. Kishor Morol"", || ""Md Rashedul Islam"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""Dementia"", || ""Machine learning"", || ""Linear Discriminant Analysis (LDA)"", || ""APOE-ϵ4 allele"", || ""Chronic conditions"", || ""Explainable AI"" || ], || ""summary"": ""This study focuses on enhancing dementia prediction using machine learning techniques on patient health data. Supervised learning algorithms such as K-Nearest Neighbors, Quadratic Discriminant Analysis, Linear Discriminant Analysis, and Gaussian Process Classifiers were applied. Techniques like SMOTE and TF-IDF vectorization addressed class imbalance. LDA achieved the highest testing accuracy of 98%, highlighting the importance of model interpretability and correlations with features like APOE-ϵ4 allele and chronic conditions."" || } ||  || [ Prompt: 120.4 t/s | Generation: 29.6 t/s ]"
2601.07701v1_Deep Whole-body Parkour.pdf,Deep Whole-body Parkour,"Ziwen Zhuang, Shaoting Zhu, Mengjie Zhao, Hang Zhao","12, 12, 1","IIIS, Tsinghua University, 2Shanghai Qi Zhi Institute","Deep Reinforcement Learning, Humanoid Robotics, Whole-body Motion, Robot Traversability, Multi-contact Skills","This work unites perceptive locomotion and general motion tracking to enable humanoid robots to perform dynamic, non-locomotion tasks on uneven terrain. The framework integrates exteroceptive sensing into whole-body motion tracking, allowing robust multi-contact motions like vaulting and dive-rolling.",28.6,LFM-2.5-1.2B,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Deep Whole-body Parkour || Ziwen Zhuang 12, Shaoting Zhu 12, Mengjie Zhao 1 and Hang Zhao 12† || 1IIIS, Tsinghua University, 2Shanghai Qi Zhi Institute || †Corresponding Author || Fig. 1:Deep Whole-Body Parkour.Our framework enables a humanoid robot to autonomously traverse challenging obst ... (truncated) ||  || { || ""title"": ""Deep Whole-body Parkour"", || ""authors"": [ || ""Ziwen Zhuang"", || ""Shaoting Zhu"", || ""Mengjie Zhao"", || ""Hang Zhao"" || ], || ""doi"": ""12, 12, 1"", || ""arxiv_id"": ""IIIS, Tsinghua University, 2Shanghai Qi Zhi Institute"", || ""keywords"": [ || ""Deep Reinforcement Learning"", || ""Humanoid Robotics"", || ""Whole-body Motion"", || ""Robot Traversability"", || ""Multi-contact Skills"" || ], || ""summary"": ""This work unites perceptive locomotion and general motion tracking to enable humanoid robots to perform dynamic, non-locomotion tasks on uneven terrain. The framework integrates exteroceptive sensing into whole-body motion tracking, allowing robust multi-contact motions like vaulting and dive-rolling."" || } ||  || [ Prompt: 117.7 t/s | Generation: 28.6 t/s ]"
