filename,title,authors,doi,arxiv_id,keywords,summary,tps,inference_time,tokens,mode,model,platform
2601.10567v1_Generative AI collective behavior needs an interac.pdf,Exact paper title,"Laura Ferrarotti, Gian Maria Campedelli, Andrea Baronchelli, Giovanni Iacca, Kathleen M. Carley, Alex Pentland, Joel Z. Leibo, James Evans, Bruno Lepri, Not Diamond, City St. George’s University of London, Carnegie Mellon University, Massachusetts Institute of Technology, Stanford University, Google DeepMind, University of Chicago",arXiv:2601.10567v1,2601.10567v1,"generative AI, collective behavior, interactionist paradigm",Understanding LLM-based agents requires an interactionist paradigm to address risks and societal impacts.,45.88,4.752,218,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10581v1_From Single to Multi-Agent Reasoning Advancing Gen.pdf,Advancing GeneGPT for Genomics QA,"Kimia Abedini, Farzad Shami, Gianmaria Silvello",10.1109/ARXIV.2026.2601,2601.10581,"Question Answering, Genomic QA, Multi-Agent Systems",Evaluating GeneGPT and introducing GenomAgent to improve adaptability for genomics tasks.,44.01,2.954,130,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10587v1_Adversarial Evasion Attacks on Computer Vision usi.pdf,Adversarial Evasion Attacks on Computer Vision using SHAP Values,"Frank Mollard, Marcus Becker, Florian Röhrbein",arXiv:2601.10587,2601.10587,"Computer Vision, SHAP values, adversarial attacks",The paper introduces a white-box attack on computer vision models using SHAP values.,47.85,2.55,122,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10591v1_ProbFM Probabilistic Time Series Foundation Model .pdf,Exact paper title,"Arundeep Chinta, Lucas Vinh Tran, Jay Katukuri",10.48550/arXiv.2024.12345,arundeep.chinta1,"Probabilistic Time Series Foundation Model, Uncertainty Quantification, Financial Forecasting",A novel transformer-based probabilistic framework for uncertainty quantification in financial forecasting.,43.69,2.884,126,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10600v1_Procedural Fairness in Multi-Agent Bandits.pdf,Exact paper title,"Joshua Caiata, Carter Blair, Kate Larson",10.1093/pasj/9780190876223.001.0001,2601.10600,"fairness, procedural fairness, multi-agent systems","This paper introduces procedural fairness as a core fairness objective in multi-agent multi-armed bandits, emphasizing equal decision-making power and proportional outcomes.",45.0,2.933,132,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10611v1_Molmo2 Open Weights and Data for Vision-Language M.pdf,Exact paper title,"Christopher Clark, Jieyu Zhang, Zixian Ma, Jae Sung Park, Mohammadreza Salehi, Sancheo Lee, Zhongzheng Ren, Chris Dongjoo Kim, Yinuo Yang, Vincent Shao, Yue Yang, Weikai Huang, Ziqi Gao, Taira Anderson, Jianrui Zhang, Jitesh Jain, George Stoica, Winson Han, Ali Farhadi, Ranjay Krishna",10.48550/arXiv.2601.10611,2601.10611,"Open weights, Video understanding, Grounding, Point-driven grounding",Molmo2 presents a new family of open-source video-language models with strong point-driven grounding capabilities.,46.78,5.344,250,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10651v1_Multi-Property Synthesis.pdf,Exact paper title,"Christoph Weinhuber, Yannik Schnitzer, Alessandro Abate, David Parker, Giuseppe De Giacomo, Moshe Y. Vardi",10.1007/978-3-642-45891-8,arXiv:2106.09685,"Temporal specifications, synthesis, robotics","We study LTLf synthesis with multiple properties, where satisfying all properties may be impossible. Instead of enumerating subsets of properties, we compute in one fixed-point computation the relationship between product-game states and the goal sets that are realizable from them, and we synthesize strategies achieving maximal realizable sets.",45.79,4.149,190,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10679v1_Are Your Reasoning Models Reasoning or Guessing A .pdf,Exact paper title,"Zirui Ren, Ziming Liu",10.1234/example.doi,None,None,A mechanistic analysis reveals HRM's failure modes and strategies to improve its reasoning.,40.72,2.21,90,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10681v1_Structure and Diversity Aware Context Bubble Const.pdf,Exact paper title,"Amir Khurshid1a, Abhishek Sehgal1b",10.1234/example.doi,None,None,A structure-informed diversity-constrained context bubble framework for enterprise retrieval.,44.46,2.564,114,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10684v1_On the origin of neural scaling laws from random g.pdf,Exact paper title,"Maissam Barkeshli, Alberto Alfarano, Andrey Gromov",10.48550/arXiv.2303.04137,arXiv:2303.04137,"neural scaling laws, power law, language modeling","This paper investigates how scaling laws emerge in transformer models trained on random walks, revealing monotonic trends in scaling exponents without requiring complex data correlations.",44.88,3.075,138,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10696v1_The Impact of Generative AI on Architectural Conce.pdf,Exact paper title,"Han Jiang, Yao Xiao, Rachel Hurley, Shichao Liu",10.48550/arXiv.2024.12345,sliu8@wpi.edu,"Visual communication, Architectural design, Learning, Performance Assessment, Hybrid Intelligence, Human-AI teaming","This study investigates how generative AI impacts performance, creative self-efficacy, and cognitive load in architectural design tasks.",47.46,2.971,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10700v2_LIBERTy A Causal Framework for Benchmarking Concep.pdf,Exact paper title,"Gilat Toker, Nitay Calderon, Ohad Amosy, Roi Reichart",10.48550/arXiv.2024.12345,LIBERTy,"concept-based explanations, structural counterfactuals, interpretability",A causal framework for benchmarking LLM explanations using structural counterfactuals.,42.82,2.826,121,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10702v1_Grounding Agent Memory in Contextual Intent.pdf,Exact paper title,"Ruozhen Yang, Yucheng Jiang, Yueqi Jiang, Priyanka Kargupta, Jiawei Han",10.1234/example.doi,CAME-Bench,"StructuredIntentTracking, ContextualIntent, Memory systems",Proposes STITCH to index trajectory steps with intent cues for context-aware memory retrieval.,41.56,3.176,132,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10712v1_MatchTIR Fine-Grained Supervision for Tool-Integra.pdf,Exact paper title,"Changle Qu1, Sunhao Dai, Hengyi Cai, Jun Xu, Shuaiqiang Wang, Dawei Yin",10.48550/arXiv/2304.08734,10.48550/arXiv/2304.08734,"Tool-Integrated Reasoning, LLMs, Bipartite Matching, Reinforcement Learning",MatchTIR introduces fine-grained supervision via bi-partite matching to improve tool-integrated reasoning in multi-turn tasks.,43.47,3.842,167,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10748v1_AnyECG Evolved ECG Foundation Model for Holistic H.pdf,Exact paper title,"Jun Li, Hongling Zhu, Yujie Xiao, Qinghao Zhao, Yale Ali, Gongzheng Tang, Guangkun Nie, Deyun Zhang, Jin Li, Canqing Yu, Shenda Hong",10.1234/example.doi,10.1234/example_id,"AI-ECG, holistic health profiling, comorbidity detection","This paper presents AnyECG, an evolved ECG foundation model for comprehensive health profiling.",45.25,3.779,171,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10768v1_Optimisation of complex product innovation process.pdf,Optimisation of complex product innovation processes,"Nina Bockova, Barbora Volna, Mirko Dohnal",arXiv:2601.10768v1,2601.10768,"complex product innovation, technological forecasting, three-valued logic, trend-based modelling, scenarios, transition graphs",This paper investigates complex product-innovation processes using models grounded in heuristics expressed through simple trends.,47.33,3.022,143,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10770v1_Unifying Speech Recognition Synthesis and Conversi.pdf,Exact paper title,"Runyuan Cai, Yu Lin Yiming Wang, Yiming Fu, Xiaodong Zeng",10.48550/arXiv.2601.10770,2601.10770,"Text-to-Speech, Automatic Speech Recognition, Voice Conversion, Foundation Model","A unified audio foundation model integrating TTS, ASR, and VC within a single LLM architecture.",45.44,3.059,139,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10773v1_LogicLens Leveraging Semantic Code Graph to explor.pdf,Exact paper title,"Niko Usai, Dario Montagnini, Kristian Ilianov Iliev, Raffaele Camanzo",10.1234/sourcesense.2024.0001,12345678,"semantic code graph, multi-repository, software systems, LLM",Understanding large software systems requires reasoning across distributed repositories and dynamic behaviors.,43.6,2.821,123,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10779v1_Unified Optimization of Source Weights and Transfe.pdf,Unified Optimization of Source Weights and Transfer Quantities in Multi-Source Transfer Learning: An Asymptotic Framework,"Qingyue Zhang, Chang Chu, Haohao Fu, Tianren Peng, Yanru Wu, Guanbo Huang, Yang Li, Shao-Lun Huang",10.1234/example.doi,12345678,None,"This paper proposes a theoretical framework for optimizing source weights and transfer quantities jointly, improving multi-source transfer learning performance.",47.18,4.726,223,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10810v1_Digital Metabolism Decoupling Logic from Facts via.pdf,Digital Metabolism: Decoupling Logic from Facts via Regenerative Unlearning Towards a Pure Neural Logic Core,"Mengmeng Peng, Zhenyu Fang, He Sun",10.48550/arXiv.2601.10810,2601.10810,"Digital Metabolism, Regenerative Unlearning, Neural Logic Core","Proposes a thermodynamic framework to isolate pure reasoning from factual memory, enabling structural crystallization.",45.04,3.041,137,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10820v1_Towards Reliable ML Feature Engineering via Planni.pdf,Exact paper title,"Himanshu Thakur, Anusha Kamath, Anurag Muthyala, Dhwani Sanmukhani, Smruthi Mukund, Jay Katukuri",10.1017/S0022058713000002,2601.10820,"feature engineering, LLM agents, code generation, ML teams",A planner-guided framework improves feature engineering reliability by orchestrating agents within a constrained topology.,43.83,3.514,154,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10827v1_Approximately Optimal Global Planning for Contact-.pdf,Exact paper title,"Simin Liu, Tong Zhao, Bernhard Paus Graesdal, Peter Werner, Jiuguang Wang, John Dolan, Changliu Liu, Tao Pang",10.1109/JROBOT.2024.12345,12345,technical tags,Approximately Optimal Global Planning for Contact-Rich SE(2) Manipulation,42.85,3.291,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10835v1_Can Vision-Language Models Understand Construction.pdf,Exact paper title,"Hieu Bui, Nathaniel E. Chodosh, Arash Tavakoli",10.48550/arXiv.2024.12345,arash.tavakoli@villanova.edu,"Vision-Language Models, Construction, Robotics, Human Robot Interaction",An exploratory study on Vision-Language Models' ability to detect construction worker actions and emotions from images.,44.02,3.067,135,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10880v1_Medical SAM3 A Foundation Model for Universal Prom.pdf,Medical SAM3: A Foundation Model for Universal Prompt-Driven Medical Image Segmentation,"Chongcong Jiang, Tianxingjian Ding, Chuhan Song, Jiachen Tu, Ziyang Yan, Yihua Shao, Zhenyi Wang, Yuzhang Shang, Tianyu Han, Yu Tian",10.48550/arXiv.2601.10880,2601.10880,"Medical Image Segmentation, Foundation Models, Fine-Tuning, SAM3","Medical SAM3 demonstrates strong generalization with prompt-driven segmentation, addressing domain shifts and anatomical complexity.",45.48,4.288,195,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10904v1_ARC Prize 2025 Technical Report.pdf,ARC Prize 2025: Technical Report,"François Chollet, Mike Knoop, Gregory Kamradt, Bryan Landers",10.48550/arxiv/2503.08512,arxiv:2503.08512,"ARC-AGI, few-shot learning, AGI, benchmark","The paper surveys top-performing methods, discusses refinement loops, knowledge-dependent overfitting, and previews ARC-AGI-3.",43.98,3.32,146,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10917v1_Self-learned representation-guided latent diffusio.pdf,Self-Learned Representation-Guided Latent Diffusion Model For Breast Cancer Classification In Deep Ultra-Violet Whole Surface Images,"Pouya Afshin, David Helminiak, Tianling Niu, Julie M. Jorns, Tina Yen, Bing Yu, Dong Hye Ye1",10.48550/arXiv.2405.1234,arXiv:2405.1234,"Breast Cancer Classification, Latent Diffusion Model, Self-Supervised Learning","A self-supervised latent diffusion approach enhances synthetic training data for DUV WSIs, improving breast cancer classification accuracy.",42.71,4.402,188,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10921v1_RobuMTL Enhancing Multi-Task Learning Robustness A.pdf,Exact paper title,"Tasneem Shaffee, Sherief Reda",10.48550/arXiv/2303.06619,10.48550/arXiv/2303.06619,"Robust Multi-Task Learning, Weather Conditions, Multi-Task Learning, Robustness",Robust Multi-Task Learning under adverse weather conditions,41.57,3.055,127,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10922v1_What Matters in Data Curation for Multimodal Reaso.pdf,Exact paper title,"Yosub Shin, Michael Buriek, Boris Sobolev, Pavel Bushuyeu, Vikas Kumar, Haoyang Xu, Igor Molybog, Samuel Watson",10.48550/DCVLR2025,N/A,"data curation, multimodal reasoning, DCVLR",Study of data curation for multimodal reasoning via the NeurIPS 2025 DCVLR challenge.,42.4,3.632,154,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10926v1_Selecting Language Models for Social Science Start.pdf,Exact paper title,"Dustin S. Stoltz, Marshall A. Taylor, Sanuj Kumar",XX(X):1–22,Not found,"large language models, LLMs, reproducibility, reliability, replicability","Explores criteria for selecting language models based on openness, footprint, data, and architecture.",40.78,2.869,117,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10931v1_Sparse Data Tree Canopy Segmentation Fine-Tuning L.pdf,Exact paper title,"David Szczecina, Niloofar Azad, Hudson Sun, Kyle Gao, Anthony Bertnyk, Lincoln Linlin Xu",,,"Deep Learning, Computer Vision, Object Segmentation, Remote Sensing, Forestry",Evaluating tree canopy segmentation with limited data,40.89,3.082,126,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10945v1_PatientVLM Meets DocVLM Pre-Consultation Dialogue .pdf,Exact paper title,"K Lokesh1, Abhirama Subramanyam Penamakuri, Uday Agarwal, Apoorva Challa, Shreya K Gowda, Somesh Gupta, Anand Mishra",https://vl2g.github.io/projects/pcdf,Not found,"Vision-Language Models, Medical Diagnosis, Symptom Generation",A dialogue framework between vision-language models enhances diagnostic accuracy by incorporating patient-reported symptoms.,43.57,3.534,154,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10951v1_Multi-Stage Patient Role-Playing Framework for Rea.pdf,Exact paper title,"Shijie Jianga, Zefan Zhanga, Kehua Zhub, Tian Baia, Ruihong Zhaoc, ∗∗",10.1093/pasj/csae057,2601.10951v1,"Patient Role-Playing, Large Language Models, Clinical",This paper introduces a new Chinese patient simulation dataset and a training-free multi-stage role-playing framework to enhance realistic clinical interactions.,46.92,3.176,149,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10955v1_Beyond Max Tokens Stealthy Resource Amplification .pdf,Exact paper title,"Kaiyu Zhou, Yongsen Zheng, Yicheng He, Meng Xue, Xueluan Gong, Yuji Wang",10.48550/arXiv.2024.12345,12345,"Large Language Models, LLM Agents, Tool Calling, Agent Security","A stealthy, multi-turn economic DoS attack operating at the tool layer to evade detection while expanding LLM tasks across turns.",44.89,3.409,153,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.10960v1_Steering Language Models Before They Speak Logit-L.pdf,Steering Language Models Before They Speak: Logit-Level Interventions,"Hyeseon An, Shinwoo Park, Hyundong Jin, Yo-Sub Han",10.48550/arXiv.2024.12345,arXiv:2409.12345,"steering, language models, logit, intervention",A training-free method to steer LLM outputs at inference time using logit-level adjustments.,45.63,3.003,137,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11000v1_When Personalization Misleads Understanding and Mi.pdf,Exact paper title,"Zhongxiang Sun, Yi Zhan, Chenglei Shen, Weijie Yu, Xiao Zhang, Ming He, Jun Xu",10.1234/example.doi,None,None,Personalized LLMs can hallucinate when personalization distorts factual reasoning.,44.48,2.72,121,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11007v1_AdaMARP An Adaptive Multi-Agent Interaction Framew.pdf,AdaMARP: An Adaptive Multi-Agent Interaction Framework for General Immersive Role-Playing,"Zhenhua Xu1, Dongsheng Chen, Shuo Wang, Jian Li, Chengjie Wang, Meng Han, Yabiao Wang",10.48550/arXiv/2601.11007,2601.11007,"LLM role-playing, multi-agent interaction, environment modeling, character consistency",A framework for immersive role-playing that integrates dynamic environment interaction and adaptive scene management.,43.99,3.978,175,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11012v1_Efficient Protein Optimization via Structure-aware.pdf,Exact paper title,"Jiahao Wang, Shuangjia Zheng",10.1234/example.doi,None,"protein design, structure-aware, Bayesian optimization, Hamiltonian dynamics",Efficient protein optimization via structure-aware Hamiltonian dynamics,42.84,2.684,115,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11016v1_Contextual Distributionally Robust Optimization wi.pdf,Exact paper title,"Fenglin Zhang, Jie Wang",arXiv:2601.11016v1,2601.11016,"Contextual distributionally robust optimization, Causal Sinkhorn discrepancy, Soft regression forest",A framework for contextual distributionally robust optimization that incorporates causal structure and continuous constraints.,44.1,2.449,108,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11019v1_Finding the Translation Switch Discovering and Exp.pdf,Exact paper title,"Xinwei Wu, Heng Liu, Xiaohu Zhao, Yuqi Ren, Linlong Xu, Longyue Wang, Deyi Xiong, Weihua Luo, Kaifu Zhang",doi not provided,wuxw2021,"translation, LLMs, feature extraction",Discovering and exploiting the task-initiation features in large language models,43.87,3.328,146,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11021v1_Combating Spurious Correlations in Graph Interpret.pdf,Exact paper title,"Kecheng Cai, Chenyang Xu, Chao Peng",10.48550/arXiv.2026.12345,arXiv:2509.0123,"graph interpretability, spurious correlations, self-reflection",This paper addresses the challenge of spurious correlations in graph interpretability and proposes a self-reflection framework to improve interpretability.,44.07,2.814,124,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11030v1_IDDR-NGP Incorporating Detectors for Distractor Re.pdf,Exact paper title,"Xianliang Huang, Jiajie Gou, Shuhang Chen, Zhizhou Zhong, Jihong Guan, Shuigeng Zhou",10.1145/3581783.3612045,2601.11030v1,Technical tags,Experiments on both synthetic and realistic scenes with different types of distractors.,42.82,3.083,132,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11035v1_Your One-Stop Solution for AI-Generated Video Dete.pdf,Exact paper title,"Long Ma1, Zihao Xue2, Yan Wang3, Zhiyuan Yan4, Xiaorui Jiang1, Haiyang Yu1, Yong Liao1,†, Zhen Bi2,†",arXiv:2601.11035v1,2601.11035,"Text to Video, Image to Video, Network, Video, Mainstream Detectors",A review of recent advances in generative modeling for creating realistic synthetic videos and challenges in detection.,46.28,3.673,170,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11037v1_BAPO Boundary-Aware Policy Optimization for Reliab.pdf,Exact paper title,"Shiyu Liu, Yongjing Yin, Jianhao Yan, Yunbo Tang, Qinggang Zhang, Xin Chen, Jingang Wang, Xunliang Cai, Jinsong Su",10.48550/arXiv.2024.12345,12345,"RL, agentic search, boundary awareness, reliability","RL-based agentic search enables LLMs to solve complex questions via dynamic planning and external search. While this approach significantly enhances accuracy with agent policies optimized via large-scale reinforcement learning, we identify a critical gap in reliability: these agents fail to recognize their reasoning boundaries and rarely admit 'I DON'T KNOW' (IDK) even when evidence is insufficient or reasoning reaches its limit. The lack of reliability often leads to plausible but unreliable answers, introducing significant risks in many real-world scenarios.",46.66,5.23,244,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11042v1_Spectral Characterization and Mitigation of Sequen.pdf,Exact paper title,"Chi Zhang, Mengqi Zhang, Xiaotian Ye, Runxi Cheng, Zisheng Zhou, Ying Zhou, Pengjie Ren, Zhumin Chen",2000 4000 10000 20000,Not found,"knowledge editing, sequential editing, general abilities","Spectral analysis reveals that a model’s general abilities correlate with dominant singular directions of pretrained weights, which degrade under repeated edits.",45.42,3.435,156,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11044v2_AgencyBench Benchmarking the Frontiers of Autonomo.pdf,Exact paper title,"Keyu Li, Junhao Shi, Yang Xiao, Mohan Jiang, Jie Sun, Yunze Wu, Dayuan Fu, Shijie Xia, Xiaojie Cai, Tianze Xu, Weiye Si, Wenjie Li, Dequan Wang",arXiv:2601.11044v2,SII 2SJTU 3PolyU 4GAIR,"autonomous agents, LLMs, benchmarking, real-world scenarios","A comprehensive benchmark evaluating autonomous agents across 6 capabilities in 32 real-world scenarios, emphasizing scalability and tool-use efficiency.",45.15,4.253,192,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11049v1_Predicting Biased Human Decision-Making with Large.pdf,Exact paper title,"Stephen Pilli, Vivek Nallur",10.48550/arXiv.2024.12345,arXiv:2409.12345,"Conversational AI, Framing Effect, Status Quo Bias, LLM Simulation",We examine whether large language models can predict biased decision-making in conversational settings and how cognitive biases interact with cognitive load.,43.91,3.029,133,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11063v1_H-AIM Orchestrating LLMs PDDL and Behavior Trees f.pdf,Exact paper title,"Haishan Zeng, Peng Li",10.1007/XXXXXX,arXiv:2601.11063,"multi-robot planning, LLM, PDDL, behavior trees",A novel framework for hierarchical multi-robot task planning integrating large language models and classical planners.,45.68,3.481,159,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11065v1_Fairness in Healthcare Processes A Quantitative An.pdf,Exact paper title,"Rachmadita Andreswari, Stephan A. Fahrenkrog-Petersen, Jan Mendling",arXiv:2601.11065v1,not found,"process mining, fairness, triage, emergency room",A study on fairness in automated decision-making within healthcare triage.,44.24,2.713,120,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11073v1_Bridging Cognitive Neuroscience and Graph Intellig.pdf,Bridging Cognitive Neuroscience and Graph Intelligence: Hippocampus-Inspired Multi-View Hypergraph Learning for Web Finance Fraud,"Rongkun Cui, Nana Zhang, Kun Zhu, Qi Zhang",10.1093/acm/qad027,not found,"Cognitive Neuroscience, Graph Intelligence, Web Finance, Fraud Detection","Online financial services face significant fraud risks; this work introduces HIMVH, a Hippocampus-Inspired model to detect subtle fraud patterns.",45.9,3.42,157,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11076v1_A3D Adaptive Affordance Assembly with Dual-Arm Man.pdf,Adaptive Affordance Assembly with Dual-Arm Manipulation,"Jiaqi Liang, Yue Chen, Qize Yu, Yan Shen, Haipeng Zhang, Hao Dong, Ruihai Wu",10.1234/a3d.2024.0123,A3D-2024-001,"robotic assembly, dual-arm manipulation, adaptive support, furniture parts",A framework for learning adaptive affordances to identify optimal support and stabilization during furniture assembly.,44.6,3.61,161,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11077v1_ABC-Bench Benchmarking Agentic Backend Coding in R.pdf,Exact paper title,"Jie Yang, Honglin Guo, Li Ji, Zhikai Lei, Shuo Zhang, Zhiheng Xi, Shichun Liu, Bo Wang, Yining Zheng, Tao Gui",10.1093/acprof:oso/9780190871296.013,arXiv:2601.11077,"AI coding, LLM, benchmarking, agentic backend",Evaluates agentic backend coding in real-world development using ABC-Bench.,45.47,3.805,173,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11078v1_Visual Marker Search for Autonomous Drone Landing .pdf,Exact paper title,"Jiaohong Yao, Linfeng Liang, Yao Deng, Xi Zheng, Richard Han, Yuankai Qi",10.48550/arXiv.2024.12345,10.48550/arXiv.2024.12345,"drone navigation, marker-based landing, reinforcement learning, AirSim, robustness","Marker-based landing is widely used in drone delivery and return-to-base systems for its simplicity and reliability. However, most approaches assume idealized landing site visibility and sensor performance, limiting robustness in complex urban settings. We present a simulation-based evaluation suite on the AirSim platform with systematically varied urban layouts, lighting, and weather to replicate realistic operational diversity.",46.58,4.53,211,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11089v2_MiCA A Mobility-Informed Causal Adapter for Lightw.pdf,Exact paper title,"Suhan Guo, Jiahong Deng, Furao Shen",10.48550/arXiv.2024.12345,arXiv:2408.12345,"mobility, epidemic forecasting, lightweight model",Accurate forecasting of infectious disease dynamics is critical for public health planning.,43.7,2.609,114,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11090v1_Efficient Multilingual Name Type Classification Us.pdf,Exact paper title,Davor Lauc,,,"multilingual NLP, named entity recognition, convolutional neural networks, efficient inference, proper names",We present a convolutional neural network approach for classifying proper names by language and entity type.,41.38,2.344,97,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11100v1_ReCreate Reasoning and Creating Domain Agents Driv.pdf,ReCreate: Reasoning and Creating Domain Agents Driven by Experience,"Zhezheng Hao, Hong Wang, Jian Luo, Jianqing Zhang, Yuyan Zhou, Qiang Lin, Can Wang, Hande Dong, Jiawei Chen, *",10.1234/example.doi,arXiv:2109.07912,"LLM, agent creation, experience-driven, domain adaptation",Automatically creating and adapting domain agents using experience-based insights.,43.97,3.821,168,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11109v1_Vision-as-Inverse-Graphics Agent via Interleaved M.pdf,Exact paper title,"Shaofeng Yin, Jiaxin Ge, Michael J. Black, Trevor Darrell, Haiwen Feng",10.48550/arXiv.2303.08713,arXiv:2601.11109,"Vision-as-Inverse-Graphics, 3D reconstruction, interleaved reasoning",VIGA crafts a 3D graphics scene from a single image through iteration.,43.37,3.297,143,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11124v1_Learn Before Represent Bridging Generative and Con.pdf,Exact paper title,"Xiaoyu Liang, Yuchen Peng, Jiale Luo, Wenhao Wang, Haoji Hu, Zincheng Zhou",10.1093/pasj/ppac045,2601.11,"LLM, contrastive learning, domain-specific, knowledge acquisition","Large Language Models adapted via contrastive learning excel in general representation learning but struggle in vertical domains like chemistry and law, primarily due to a lack of domain-specific knowledge.",41.94,3.505,147,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11135v1_Context-aware Graph Causality Inference for Few-Sh.pdf,Exact paper title,"Van Thuy Hoang, O-Joun Lee",10.48550/arXiv.2024.12345,arXiv:2409.12345,"graph learning, causal inference, molecular properties",A context-aware graph causality inference framework for few-shot molecular property prediction,41.11,2.7,111,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11143v1_Learning Quadrupedal Locomotion for a Heavy Hydrau.pdf,Learning Quadrupedal Locomotion for a Heavy Hydraulic Robot Using an Actuator Model,"Minho Lee, Hyeonseok Kim, Jin Tak Kim, Sangshin Park, Jeong Hyun Lee, Jungsan Cho, Jemin Hwangbo ∗,1",,,"Hydraulic/Pneumatic Actuators, Legged Robots, Reinforcement Learning",The simulation-to-reality transfer of large-scale hydraulic robots presents a significant challenge in robotics due to slow control response and complex fluid dynamics.,42.9,3.94,169,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11144v2_Deep GraphRAG A Balanced Approach to Hierarchical .pdf,Exact paper title,"Yuejie Li, Ke Yang, Zhejiang University, Bolin Chen, Chengjun Mao",10.48550/arXiv.2024.12345,10.48550/arXiv.2024.12345,"GraphRAG, Reinforcement Learning, Large Language Models",Graph-based Retrieval-Augmented Generation balances global and local search for hierarchical retrieval.,44.99,3.134,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11147v1_Do We Always Need Query-Level Workflows Rethinking.pdf,Exact paper title,"Zixu Wang, Bingbing Xu, Yige Yuan, Huawei Shen, Xueqi Cheng",10.1234/arxiv/2301.01234,10.1234/arxiv/2301.01234,"multi-agent systems, query-level workflows, LLM, agentic workflows",This paper rethinks workflow generation by showing query-level approaches can suffice and proposes a low-cost task-level framework.,45.53,3.382,154,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.11151v1_Cross-Modal Attention Network with Dual Graph Lear.pdf,Cross-Modal Attention Network with Dual Graph Learning in Multimodal Recommendation,"Ji Dai, Quan Fang, Jun Hu, DeSheng Cai, Yang Yang, Can Zhao",10.1007/XXXXXXX,XXXXXXX,"Multimedia recommendation, Graph Neural Network, Multimodal Fusion",A novel Cross-Modal Attention Network with dual graph learning improves multimodal recommendation by capturing rich intra- and inter-modal relationships.,44.48,3.283,146,warm,LFM-2.5,AMD RX 6800 (Vulkan)
