title,authors,doi,arxiv_id,keywords,processing_time_ms,filename
We introduce the AI Productivity Index for,,None,arXiv:2601.08806,,46.16212844848633,2601.08806v1_APEX-SWE.pdf
Does Privacy Always Harm Fairness? Data-Dependent Trade-offs,"Hsiang Hsu2, Chernoff
Information",None,arXiv:2601.13698,,39.13259506225586,2601.13698v1_Does Privacy Always Harm Fairness Data-Dependent T.pdf
AnyECG: Evolved ECG Foundation Model for Holistic Health Profiling,"Qinghao Zhao6, Deyun Zhang11, Guangkun Nie1,2,10, Hongling Zhu5",None,arXiv:2601.10748,,39.116859436035156,2601.10748v1_AnyECG Evolved ECG Foundation Model for Holistic H.pdf
"Small Symbols, Big Risks: Exploring Emoticon Semantic Confusion in","Small Symbols, Juan Zhai3, Yang Liu2, Chao Shen1",None,arXiv:2601.07885,,40.44318199157715,2601.07885v1_Small Symbols Big Risks Exploring Emoticon Semanti.pdf
SpatialBench-UC: Uncertainty-Aware Evaluation of Spatial Prompt,SD 1.4+GLIGEN,None,arXiv:2601.13462,,43.787240982055664,2601.13462v1_SpatialBench-UC Uncertainty-Aware Evaluation of Sp.pdf
Cleansing the Artificial Mind: A Self-Reflective Detoxification Framework,Kaituo Zhang,None,arXiv:2601.11776,,41.80335998535156,2601.11776v1_Cleansing the Artificial Mind A Self-Reflective De.pdf
Learning Boosts the Out-of-Distribution,"Zhiwei Nie3*†, Zhixiang Ren2*",None,arXiv:2601.07261,,36.82518005371094,2601.07261v1_Pseudodata-guided Invariant Representation Learnin.pdf
TerraFormer: Automated Infrastructure-as-Code with LLMs,"Sam Davidson, Bhavana Bhasker, Andrey Kan
Amazon Web Services",10.1145/3786583.3786898,arXiv:2601.08734,"Infrastructure as Code (IaC), IaC generation, IaC mutation, Neuro-
symbolic AI, Large language models",47.296762466430664,2601.08734v1_TerraFormer Automated Infrastructure-as-Code with .pdf
From Word Sequences to Behavioral Sequences: Adapting Modeling and,"Benjamin J Luft†
Roman Kotov†
Ryan L",None,arXiv:2601.07988,,41.38755798339844,2601.07988v1_From Word Sequences to Behavioral Sequences Adapti.pdf
Memo-SQL: Structured Decomposition and Experience-Driven,"Bo Bai2, Wei Han2",None,arXiv:2601.10011,,44.5101261138916,2601.10011v1_Memo-SQL Structured Decomposition and Experience-D.pdf
Are Language Models Models?,"Philip Resnik 
Department",10.1017/S0140525X2510112X,None,,28.000831604003906,2601.10421v1_Are Language Models Models.pdf
"UNIFYING SPEECH RECOGNITION, SYNTHESIS AND","Runyuan Cai, Yu Lin, Xiaodong Zeng
AutoArk-AI, Yiming Wang
Chunlin Fu",None,arXiv:2601.10770,"Text-to-Speech · Automatic Speech Recognition · Voice Conversion · Foundation Model
1",39.06130790710449,2601.10770v1_Unifying Speech Recognition Synthesis and Conversi.pdf
Neural Architecture for Fast and Reliable Coagulation Assessment in Clinical,Ziqian Zeng2,None,None,,38.35940361022949,2601.07618v1_Neural Architecture for Fast and Reliable Coagulat.pdf
Combating Spurious Correlations in Graph Interpretability via,"Chao Peng, Chenyang Xu, Kecheng Cai",None,arXiv:2601.11021,,37.494659423828125,2601.11021v1_Combating Spurious Correlations in Graph Interpret.pdf
The Geometry of Thought: How Scale Restructures Reasoning,Samuel Cyrenius Anderson,None,arXiv:2601.13358,,40.619611740112305,2601.13358v1_The Geometry of Thought How Scale Restructures Rea.pdf
CooperBench: Why Coding Agents Cannot be,"Arpandeep Khatua1∗, Johann K. Lieberwirth2, Diyi Yang1, Hao Zhu1∗",None,arXiv:2601.13295,,49.536705017089844,2601.13295v1_CooperBench Why Coding Agents Cannot be Your Teamm.pdf
PulseMind: A Multi-Modal Medical Model for Real-World Clinical Diagnosis,"Ping Wang3†, Junwei Liu2,3*, Qi Zhu2, Yunpeng Zhao4",None,arXiv:2601.07344,,41.74208641052246,2601.07344v1_PulseMind A Multi-Modal Medical Model for Real-Wor.pdf
"IEEE TRANSACTIONS ON AFFECTIVE COMPUTING 14(3), 2023","Zhiyuan Wang, Weiping Fu, Jun Liu, Zhangqi Wang",None,arXiv:2601.13481,,37.897586822509766,2601.13481v1_Towards Efficient and Robust Linguistic Emotion Di.pdf
AgenTRIM: Tool Risk Mitigation for Agentic AI,Roy Betser1*†,None,arXiv:2601.12449,,41.86248779296875,2601.12449v1_AgenTRIM Tool Risk Mitigation for Agentic AI.pdf
Internal Deployment Gaps in AI Regulation,STEPHEN CASPER,None,arXiv:2601.08005,,39.61014747619629,2601.08005v1_Internal Deployment Gaps in AI Regulation.pdf
Lost in the Noise: How Reasoning Models Fail with,"Moontae Lee2,3",None,arXiv:2601.07226,,39.77632522583008,2601.07226v1_Lost in the Noise How Reasoning Models Fail with C.pdf
Imagine-then-Plan: Agent Learning from Adaptive,"Beichen Guo1, Hanlin Wang1, Wenjie Li1",None,arXiv:2601.08955,,40.59028625488281,2601.08955v1_Imagine-then-Plan Agent Learning from Adaptive Loo.pdf
LJ-SPOOF: A GENERATIVELY VARIED CORPUS FOR AUDIO ANTI-SPOOFING AND,"Hashim Ali, Synthetic Speech, Surya Subramani, Hafiz Malik
Electrical",None,arXiv:2601.07958,,43.8840389251709,2601.07958v1_LJ-Spoof A Generatively Varied Corpus for Audio An.pdf
Investigating Tool-Memory Conflicts in Tool-Augmented LLMs,"Jiali Cheng, Ma et al., Lu et al., Schick et al.",None,arXiv:2601.09760,,46.40913009643555,2601.09760v1_Investigating Tool-Memory Conflicts in Tool-Augmen.pdf
XChoice: Explainable Evaluation of AI–Human Alignment in LLM-based,"Weihong Qi 1, Haewoon Kwak 1, Fan Huang 1, Jisun An 1",None,arXiv:2601.11286,,43.1056022644043,2601.11286v1_XChoice Explainable Evaluation of AI-Human Alignme.pdf
Selecting Language Models for Social Science:,"Marshall A. Taylor2, Dustin S. Stoltz1",None,arXiv:2601.10926,"large language models, LLMs, reproducibility, replicability, model openness
A language model predicts words given the presence
of other words. OpenAI’s tools are the prototypical
encounter
with
large
pretrained
language
models
(LLMs) and generative artificial intelligence (GenAI).
The broader ecosystem",43.695926666259766,2601.10926v1_Selecting Language Models for Social Science Start.pdf
TIDE: A Trace-Informed Depth-First Exploration,"Lydia E. Kavraki1,2, Khen Elimelech1, Moshe Y. Vardi1,2",None,arXiv:2601.12141,,39.450645446777344,2601.12141v1_TIDE A Trace-Informed Depth-First Exploration for .pdf
Following the Teacher’s Footsteps: Scheduled,"Jun Sun1[0000−0002−0967−4859, Yusuke Oishi2[0000−0003−4264−8932",None,arXiv:2601.10114,"LLMs · Knowledge Distillation · Domain-specific Tasks.
1",41.54157638549805,2601.10114v1_Following the Teachers Footsteps Scheduled Checkpo.pdf
Local-Global Feature Fusion for,"Camilo E. Valderrama, Isabella McEvoy, Zheng Zhou",None,arXiv:2601.08094,,39.72673416137695,2601.08094v1_Local-Global Feature Fusion for Subject-Independen.pdf
Inter-Cell Interference Rejection Based on,"Garcia Guzman, Rodney Martinez Alonso, Cel Thys
Sofie Pollin",None,arXiv:2601.11713,,42.23179817199707,2601.11713v1_Inter-Cell Interference Rejection Based on Ultrawi.pdf
Open Weights and Data for Vision-Language Models,"Rohun Tripathi, Winson Han1
Ali Farhadi1,2, Ranjay Krishna, Christopher Clark",None,arXiv:2601.10611,,44.568538665771484,2601.10611v1_Molmo2 Open Weights and Data for Vision-Language M.pdf
Published in Transactions on Machine Learning Research (12/2025),,None,arXiv:2601.09455,,36.57388687133789,2601.09455v1_On the Hardness of Computing Counterfactual and Se.pdf
Remapping and navigation of an embedding space via error,"Léo Pio-Lopez1,†, Michael Levin1,2",None,arXiv:2601.14096,,20.53236961364746,2601.14096v1_Remapping and navigation of an embedding space via.pdf
TRACE: Reconstruction-Based Anomaly Detection in Ensemble and,Martijn Westra,None,None,,34.67583656311035,2601.08659v1_TRACE Reconstruction-Based Anomaly Detection in En.pdf
Sketch-Based Facade Renovation With Generative AI Models,,None,None,,38.454532623291016,2601.08531v1_Sketch-Based Facade Renovation With Generative AI .pdf
Untangling Input Language from Reasoning Language:,"Tijl De Bie
IDLab, Input Language, Bo Kang, Nan Li",None,arXiv:2601.10257,,42.74153709411621,2601.10257v1_Untangling Input Language from Reasoning Language .pdf
Sherry: Hardware-Efficient 1.25-Bit Ternary Quantization via,"Jinhai Yang1, Jianchen Zhu2 Xue Liu3 Dapeng, Large Language Models, Sherry intro-
duces",None,arXiv:2601.07892,,40.680646896362305,2601.07892v1_Sherry Hardware-Efficient 1.25-Bit Ternary Quantiz.pdf
Learning How to Remember: A Meta-Cognitive Management Method for,"Jian Zhao3,4†, Kang Liu1,2†, Xiangwen Liao 6,, Wenhao Teng 5",None,arXiv:2601.07470,,38.73252868652344,2601.07470v1_Learning How to Remember A Meta-Cognitive Manageme.pdf
A3-Bench: Benchmarking Memory-Driven Scientific Reasoning,"Jun Liu1, Activation
Jian, Attractor Activation, Zhiyuan Wang1",None,arXiv:2601.09274,,39.80565071105957,2601.09274v1_A3-Bench Benchmarking Memory-Driven Scientific Rea.pdf
R-LAM: Reproducibility-Constrained Large Action,,None,arXiv:2601.09749,,37.36066818237305,2601.09749v1_R-LAM Reproducibility-Constrained Large Action Mod.pdf
Beyond Human Annotation: Recent Advances in Data Generation Methods for,WEI LU,None,arXiv:2601.12318,,36.8955135345459,2601.12318v1_Beyond Human Annotation Recent Advances in Data Ge.pdf
Safeguarding LLM Fine-tuning via Push-Pull Distributional Alignment,Dandan Guo6†,None,arXiv:2601.07200,,45.56918144226074,2601.07200v1_Safeguarding LLM Fine-tuning via Push-Pull Distrib.pdf
Mining Citywide Dengue Spread Patterns in Singapore Through,"Stefan Ma
Ministry, Flora Salim
University, Shisong Tang
Tsinghua University",10.1145/XXXXXX.XXXXXX,arXiv:2601.12856,"Dengue Cases, Disease Spreading Pattern, Hotpot Dynamics, Ma-
chine Learning
ACM Reference Format:
Liping Huang, Gaoxi Xiao",37.497758865356445,2601.12856v1_Mining Citywide Dengue Spread Patterns in Singapor.pdf
A Learnable Wavelet Transformer for Long-Short,"Leqi Liu
Abstract",None,arXiv:2601.13435,,41.0914421081543,2601.13435v1_A Learnable Wavelet Transformer for Long-Short Equ.pdf
SDFLoRA: Selective Dual-Module LoRA for Federated Fine-tuning with,"Zhikang Shen1
Jianrong",None,arXiv:2601.11219,,38.034677505493164,2601.11219v1_SDFLoRA Selective Dual-Module LoRA for Federated F.pdf
ToolPRMBench: Evaluating and Advancing Process Reward Models for,"Ruocheng Guo♦, Dawei Li, Zhen Tan, Yuguang Yao♦",None,arXiv:2601.12294,,41.435956954956055,2601.12294v1_ToolPRMBench Evaluating and Advancing Process Rewa.pdf
EfficientFSL: Enhancing Few-Shot Classification via Query-Only Tuning in Vision,"Yuansong Wang4, Xiaofeng Yang2",None,arXiv:2601.08499,,36.50546073913574,2601.08499v2_EfficientFSL Enhancing Few-Shot Classification via.pdf
EQUI-VIT: ROTATIONAL EQUIVARIANT VISION TRANSFORMER FOR ROBUST,"V. Lieffrig1, Nicha C. Dvornek1,3, John A. Onofrey1,3,4",None,arXiv:2601.09130,,36.0109806060791,2601.09130v1_Equi-ViT Rotational Equivariant Vision Transformer.pdf
Puzzle it Out: Local-to-Global World Model for Offline,"Shibo Chen
South, Jun Zhang, Xinran Li, Sijia Li",None,arXiv:2601.07463,"Offline multi-agent reinforcement learning, Multi-gent model-based
reinforcement learning
ACM Reference Format:
Sijia Li, Xinran Li, Shibo Chen, and Jun Zhang. 2026. Puzzle it Out: Local-
to-Global World Model for Offline Multi-Agent Reinforcement Learning. In
Proc. of the 25th International Conference on Autonomous Agents and Multiagent Systems
(AAMAS 2026)",39.63899612426758,2601.07463v1_Puzzle it Out Local-to-Global World Model for Offl.pdf
Zero-shot adaptable task planning for autonomous construction robots: a comparative,"Philip Agee4, Virginia Tech, UC Davis, Lifu Huang",None,None,"Construction robotics, quadruped robots, robot task planning, multi-AI agent, LLMs",36.73267364501953,2601.14091v1_Zero-shot adaptable task planning for autonomous c.pdf
IMPROVING LLM REASONING WITH HOMOPHILY-AWARE,"Xinbing Wang, Jiaxin Ding, Huquan Kang, Xiaoying Gan",None,arXiv:2601.08187,,38.26570510864258,2601.08187v2_Improving LLM Reasoning with Homophily-aware Struc.pdf
SOFTWARE-HARDWARE CO-OPTIMIZATION FOR MODULAR E2E,"Ziyuan Pu1,∗, Pan Liu1, Hao Sun2, Xingfeng Li1",None,arXiv:2601.07393,"Modular end-to-end · Closed-Loop Evaluation · Software–Hardware co-optimization · Energy Consumption
1",38.14363479614258,2601.07393v1_Software-Hardware Co-optimization for Modular E2E .pdf
Steering Language Models Before They Speak: Logit-Level Interventions,"Yo-Sub Han *, Hyundong Jin",None,arXiv:2601.10960,,43.47991943359375,2601.10960v1_Steering Language Models Before They Speak Logit-L.pdf
Communication Methods in Multi-Agent,,None,arXiv:2601.12886,"Machine learning · MARL · Communication
1",37.980079650878906,2601.12886v1_Communication Methods in Multi-Agent Reinforcement.pdf
SIRR-LMM: Single-image Reflection Removal via Large Multimodal Model,"Xiyun Song, Yubin Zhou, Heather Yu
Futurewei Technologies, Yu Guo",None,arXiv:2601.07209,,40.2071475982666,2601.07209v1_SIRR-LMM Single-image Reflection Removal via Large.pdf
"Synthetic Data for Veterinary EHR De-identification: Benefits,",David Brundage,None,arXiv:2601.09756,,38.607120513916016,2601.09756v1_Synthetic Data for Veterinary EHR De-identificatio.pdf
AgentGC: Evolutionary Learning-based Lossless Compression for,"Chang Xu3, Keyan Jin4, Xiaoguang Liu1*, Lizheng Zu2",None,arXiv:2601.13559,,44.683218002319336,2601.13559v1_AgentGC Evolutionary Learning-based Lossless Compr.pdf
Serverless AI Security: Attack Surface Analysis and,"Sheheryar Ahmad, Ilsa Lareb, Vinod Dhimam
Technical",None,arXiv:2601.11664,,44.363975524902344,2601.11664v1_Serverless AI Security Attack Surface Analysis and.pdf
DecisionLLM: Large Language Models for Long Sequence Decision Exploration,"Chuan Yu 3 Jian Xu 3, Xuyan Li, Xiaowei Lv 1 2, Peng Sun",None,arXiv:2601.10148,,41.85318946838379,2601.10148v1_DecisionLLM Large Language Models for Long Sequenc.pdf
ProbFM: Probabilistic Time Series Foundation Model with Uncertainty,Lucas Vinh Tran2,None,arXiv:2601.10591,,36.3619327545166,2601.10591v1_ProbFM Probabilistic Time Series Foundation Model .pdf
Explicating Tacit Regulatory Knowledge from LLMs to Auto-Formalize,"Zhiyi Xue1, Trustworthy Computing, Tacit Regulatory Knowledge, Xiaohong Chen1",None,arXiv:2601.09762,,37.828922271728516,2601.09762v1_Explicating Tacit Regulatory Knowledge from LLMs t.pdf
Controlled LLM Training on Spectral Sphere,"MoE 8B-A1B, Tian Xie1 *, AdamW
Muon
Spectral, Wayne Xin Zhao2
Rui Yan3
Bing",None,arXiv:2601.08393,,44.24595832824707,2601.08393v1_Controlled LLM Training on Spectral Sphere.pdf
Digital Metabolism: Decoupling Logic from Facts via,"Zhenyu Fang1,∗",None,arXiv:2601.10810,,39.38627243041992,2601.10810v1_Digital Metabolism Decoupling Logic from Facts via.pdf
Role-Playing Agents Driven by Large Language,Hongjiang Xiao1∗,None,arXiv:2601.10122,,37.77790069580078,2601.10122v1_Role-Playing Agents Driven by Large Language Model.pdf
Towards Reliable ML Feature Engineering via,"Anusha Kamath
JPMorgan, Jay Katukuri, Himanshu Thakur∗
Meta
Menlo Park, Anurag Muthyala",None,arXiv:2601.10820,,41.797637939453125,2601.10820v1_Towards Reliable ML Feature Engineering via Planni.pdf
A Marketplace for AI-Generated Adult Content and Deepfakes,"Matthew R. DeVerna2,⋄",None,arXiv:2601.09117,,42.39368438720703,2601.09117v1_A Marketplace for AI-Generated Adult Content and D.pdf
Annealed Relaxation of Speculative Decoding,,None,arXiv:2601.09212,,39.105892181396484,2601.09212v1_Annealed Relaxation of Speculative Decoding for Fa.pdf
Reasoning via Verbalizable Latent Planning,"Yu-Chiang Frank Wang1, Yunze Man2, Jan Kautz, Zhiding Yu",None,arXiv:2601.09708,,43.840646743774414,2601.09708v1_Fast-ThinkAct Efficient Vision-Language-Action Rea.pdf
OP-Bench: Benchmarking Over-Personalization for Memory-Augmented,"Jiahe Guo, Yulin Hu, Bing Qin, Weixiang Zhao",None,arXiv:2601.13722,,41.40806198120117,2601.13722v1_OP-Bench Benchmarking Over-Personalization for Mem.pdf
ViDoRe V3: A Comprehensive Evaluation of Retrieval Augmented,"Quentin Macé∗1,3, Bo Liu2
Manuel Faysse3†, António Loison*†, box localization",None,arXiv:2601.08620,,41.50390625,2601.08620v1_ViDoRe V3 A Comprehensive Evaluation of Retrieval .pdf
PREFAB: PREFerence-based Affective Modeling for Low-Budget,"David Melhart, Jaeyoung Moon, Joong Kim, N. Yannakakis",10.1145/3675094.3678379,arXiv:2601.13904,,40.3590202331543,2601.13904v1_PREFAB PREFerence-based Affective Modeling for Low.pdf
LifeAgentBench: A Multi-dimensional Benchmark and Agent for,"Zihao Wang1∗, Xiaoran Fan2",None,arXiv:2601.13880,,40.018320083618164,2601.13880v1_LifeAgentBench A Multi-dimensional Benchmark and A.pdf
FEATHer: Fourier-Efficient Adaptive Temporal,"Dohee Kim*, Sunghyun Sim*",None,None,,37.35089302062988,2601.11350v1_FEATHer Fourier-Efficient Adaptive Temporal Hierar.pdf
Reasoning or Fluency? Dissecting Probabilistic Confidence in,"Hojin Kim, Jaehyung Kim",None,arXiv:2601.13735,,38.82956504821777,2601.13735v1_Reasoning or Fluency Dissecting Probabilistic Conf.pdf
Incorporating Q&A Nuggets into,"Eugene Yang5, RAG system, Jia-Huei Ju4, Gabrielle Liu3",None,arXiv:2601.13222,"RAG · LLM judge · nugget-based evaluation.
1",39.498090744018555,2601.13222v1_Incorporating QA Nuggets into Retrieval-Augmented .pdf
Quantum automated theorem proving,,None,arXiv:2601.07953,,36.859989166259766,2601.07953v1_Quantum automated theorem proving.pdf
DT-ICU: Towards Explainable Digital Twins for,"ETH Zurich, Wen Guo",None,arXiv:2601.07778,,37.43743896484375,2601.07778v1_DT-ICU Towards Explainable Digital Twins for ICU P.pdf
An Up-to-Date Large-Scale Chinese Vision-,"Tiancheng Gu∗, Glint Lab
Abstract, Zelong Sun, Shuo Tan",None,arXiv:2601.10305,,43.10321807861328,2601.10305v1_DanQing An Up-to-Date Large-Scale Chinese Vision-L.pdf
MathDoc: Benchmarking Structured Extraction and Active,"Duoyang Li1, Jiayi Tuo6, Wei Dai3, Yanbiao Ma1,3,4*",None,arXiv:2601.10104,,38.77115249633789,2601.10104v1_MathDoc Benchmarking Structured Extraction and Act.pdf
Enriching Semantic Profiles into Knowledge Graph for,"Seokho Ahn
Inha University
Department",10.1145/3770854.3780324,arXiv:2601.08148,"Recommendation, Semantic Profiling, Large Language Models, Knowledge Graphs
ACM Reference Format:
Seokho Ahn, Sungbok Shin",41.1989688873291,2601.08148v1_Enriching Semantic Profiles into Knowledge Graph f.pdf
Powerful Training-Free Membership Inference,"David Stanojevi´c1
Kostadin",None,arXiv:2601.12104,,43.33925247192383,2601.12104v1_Powerful Training-Free Membership Inference Agains.pdf
Creativity in AI as Emergence from,"Corina Chutaux
Sorbonne University",None,arXiv:2601.08388,,35.15791893005371,2601.08388v1_Creativity in AI as Emergence from Domain-Limited .pdf
Acting Flatterers via LLMs Sycophancy:,"Combating Clickbait, Zewei Zhang, Chaowei Zhang, Jipeng Qiang
jpqiang@yzu.edu.cn",10.1145/XXXXXX.XXXXXX,arXiv:2601.12019,"Clickbait Detection, Large Language Models, Opposing Stance Rea-
soning, Contrastive Learning
This work is licensed under a Creative Commons Attribution 4.0 International License.
WWW ’26, Dubai",40.34733772277832,2601.12019v1_Acting Flatterers via LLMs Sycophancy Combating Cl.pdf
Explanation Multiplicity in SHAP: Characterization and Assessment,SEUNGEUN LEE,None,arXiv:2601.12654,,37.02878952026367,2601.12654v1_Explanation Multiplicity in SHAP Characterization .pdf
Beyond Entangled Planning: Task-Decoupled Planning for,"Xiucheng Xu1,2",None,arXiv:2601.07577,,42.26183891296387,2601.07577v1_Beyond Entangled Planning Task-Decoupled Planning .pdf
DO EXPLANATIONS GENERALIZE ACROSS LARGE REA-,David Bau1,None,arXiv:2601.11517,,39.39008712768555,2601.11517v1_Do explanations generalize across large reasoning .pdf
Policy-Based Reinforcement Learning with Action Masking for Dynamic Job Shop,"Stefan Lier, Andreas Schwung",None,arXiv:2601.09293,"Dynamic Job Shop Scheduling, Fault tolerance, Reinforcement learning, actions masking, Petri nets.
1.",37.91236877441406,2601.09293v1_Policy-Based Reinforcement Learning with Action Ma.pdf
DriveSafe: A Hierarchical Risk Taxonomy for Safety-Critical LLM-Based,,None,arXiv:2601.12138,,43.18380355834961,2601.12138v1_DriveSafe A Hierarchical Risk Taxonomy for Safety-.pdf
Lessons from the Field: An Adaptable Lifecycle Approach to Applied,"Sangwoo Cho
Scott Novotney, Chenyang Zhu, Pengshan Cai, Erin Babinsky",None,arXiv:2601.08682,,42.923688888549805,2601.08682v1_Lessons from the Field An Adaptable Lifecycle Appr.pdf
SECite: Analyzing and Summarizing Citations in,"Khaja Valli Pathan
Dept, Hasan Masum, Shaila Zaman
Dept",None,arXiv:2601.07939,,38.5584831237793,2601.07939v1_SECite Analyzing and Summarizing Citations in Soft.pdf
FigEx2: Visual-Conditioned Panel Detection and Captioning for Scientific,"Arun Das2, Cancer Center",None,arXiv:2601.08026,,43.33376884460449,2601.08026v2_FigEx2 Visual-Conditioned Panel Detection and Capt.pdf
Kakugo: Distillation of Low-Resource Languages into Small Language,"Zheng et al., Pham et al., Peter Devine, Barry Haddow
School of Informatics",None,arXiv:2601.14051,,45.30048370361328,2601.14051v1_Kakugo Distillation of Low-Resource Languages into.pdf
MATEX: Multi-scale Attention and Text-guided,"Yugyung Lee1, Chi Lee2",None,arXiv:2601.11666,"Explainable AI · Medical Imaging · Vision-Language Models · Gradient Attri-
bution · Attention Rollout · Chest X-ray · CLIP
1",41.60881042480469,2601.11666v1_MATEX Multi-scale Attention and Text-guided Explai.pdf
DNF: DUAL-LAYER NESTED FINGERPRINTING FOR LARGE LANGUAGE MODEL,"Model Fingerprinting, Backdoor
1, Tong Qiao3, Yiran Zhao3, Meng Han1,2,3†",None,arXiv:2601.08223,,40.68136215209961,2601.08223v2_DNF Dual-Layer Nested Fingerprinting for Large Lan.pdf
Labels or Preferences? Budget-Constrained Learning with,Linjun Zhang,None,arXiv:2601.13458,,40.53378105163574,2601.13458v1_Labels or Preferences Budget-Constrained Learning .pdf
TOWARDS REALISTIC SYNTHETIC DATA FOR AUTOMATIC DRUM TRANSCRIPTION,,None,arXiv:2601.09520,,44.14772987365723,2601.09520v1_Towards Realistic Synthetic Data for Automatic Dru.pdf
Improving Implicit Hate Speech Detection via a Community-Driven,Jarosław A. Chudziak1,None,arXiv:2601.09342,"LLMs, Community agents, Hate speech, Social media, Moderation",36.77654266357422,2601.09342v1_Improving Implicit Hate Speech Detection via a Com.pdf
Neurosymbolic LoRA: Why and When to Tune Weights vs. Rewrite Prompts,"Alvaro Velasquez, Neurosymbolic LoRA, Runjin Chen, Yihan Xi",None,arXiv:2601.12711,,40.63701629638672,2601.12711v1_Neurosymbolic LoRA Why and When to Tune Weights vs.pdf
PathoGen: Diffusion-Based Synthesis of Realistic Lesions in,"Mohamad Koohi-Moghadam1, Mohammad-Ali Nikouei, Li Ka Shing Faculty of Medicine, Kyongtae Tyler Bae1",None,None,,37.18709945678711,2601.08127v1_PathoGen Diffusion-Based Synthesis of Realistic Le.pdf
LP-LLM: End-to-End Real-World Degraded License Plate Text Recognition,Large Multimodal Models,None,arXiv:2601.09116,,40.98987579345703,2601.09116v1_LP-LLM End-to-End Real-World Degraded License Plat.pdf
OS-SYMPHONY: A Holistic Framework for Robust and Generalist,"Qiushi Sun5, Yian Wang3, Zichen Ding2†, Zhaoyang Liu4",None,arXiv:2601.07779,,43.01333427429199,2601.07779v1_OS-Symphony A Holistic Framework for Robust and Ge.pdf
Representations of Text and Images Align From Layer One,Javier Rando 1,None,arXiv:2601.08017,,44.558048248291016,2601.08017v1_Representations of Text and Images Align From Laye.pdf
CatMaster: An Agentic Autonomous System for,"Honghao Chen, Yi Shen Tew, Jiangjie Qiu",None,arXiv:2601.13508,,39.68453407287598,2601.13508v1_CatMaster An Agentic Autonomous System for Computa.pdf
DDT: A Dual-Masking Dual-Expert Transformer,"Fangzhou Gu 1, Mingnan Zhu, Qixuan Zhang, Yixuan Cheng 1",None,arXiv:2601.07250,,39.49546813964844,2601.07250v1_DDT A Dual-Masking Dual-Expert Transformer for Ene.pdf
LLMs can Compress LLMs: Adaptive Pruning by,"Large Language Models, Sai Varun",None,arXiv:2601.09694,"Model Compression · Adaptive Pruning · Self-Reflection.
1",39.65568542480469,2601.09694v1_LLMs can Compress LLMs Adaptive Pruning by Agents.pdf
A Decompilation-Driven Framework for Malware,"Large Language
Models, Udbhav Prasad∗
∗California, Machine Learning Algorithms",None,arXiv:2601.09035,,39.771080017089844,2601.09035v1_A Decompilation-Driven Framework for Malware Detec.pdf
Heterogeneous computing platform for real-time robotics.,"Friedrich Wolf1, Mahmoud Akl3, Jens Struckmeier1, Mazhar Ali Bari1
Xuan",None,arXiv:2601.09755,,43.750762939453125,2601.09755v1_Heterogeneous computing platform for real-time rob.pdf
Diffusion-Driven Synthetic Tabular Data Generation,"Amrita School of Engineering, Sai Surya Teja, Amrita Vishwa Vidyapeetham",None,arXiv:2601.13197,,33.51116180419922,2601.13197v1_Diffusion-Driven Synthetic Tabular Data Generation.pdf
Intelligent Documentation in Medical Education: Can AI Replace,"Nafiz Imtiaz, Roger Eric Goldman, Vladimir Filkov",None,arXiv:2601.12648,"artificial intelligence, large language
models, radiology, case logs, medical education
Corresponding
Author:
Nafiz
Imtiaz
Khan
(nikhan@ucdavis.edu)
1",43.479204177856445,2601.12648v1_Intelligent Documentation in Medical Education Can.pdf
How does downsampling affect needle electromyography signals? A,"Mathieu J.L., Martijn R.
Tannemaat2, Thomas H.W. B¨ack1, Janne A.M. Luijten2,3",None,arXiv:2601.10191,,35.42637825012207,2601.10191v1_How does downsampling affect needle electromyograp.pdf
"Model See, Model Do?","Maliheh Izadi
Delft, Ali Al-Kaswan, Prem Devanbu, Arie van Deursen",10.1145/nnnnnnn.nnnnnnn,arXiv:2601.10496,"Large Language Models, bugs, fixes, Memorisation
ACM Reference Format:
Ali Al-Kaswan, Claudio Spiess",41.07999801635742,2601.10496v1_Model See Model Do Exposure-Aware Evaluation of Bu.pdf
"AWED-FiNER: Agents, Web applications, and Expert Detectors for","Large Language
Models, Prachuryya Kaushik, Entity Recognition",None,arXiv:2601.10161,,45.31264305114746,2601.10161v1_AWED-FiNER Agents Web applications and Expert Dete.pdf
ONLINE CONTINUAL LEARNING FOR TIME SERIES: A,"Normale Superiore, Antonio Carta1",None,arXiv:2601.12931,,41.73541069030762,2601.12931v1_Online Continual Learning for Time Series a Natura.pdf
"The Agent’s First Day: Benchmarking Learning, Exploration, and","Jianbiao Mei3,2,†, Xuemeng Yang2,†, Jia Xu2, Ding Wang2",None,arXiv:2601.08173,,43.48349571228027,2601.08173v1_The Agents First Day Benchmarking Learning Explora.pdf
Exploring LLM Features in Predictive Process Monitoring for Small-Scale,Reference Format,None,arXiv:2601.11468,,37.73760795593262,2601.11468v1_Exploring LLM Features in Predictive Process Monit.pdf
Size is Not the Solution: Deformable Convolutions for Effective,"Hybrid Lagrangian-Eulerian, Stephen S. Baek1,3, Jack T. Beerman1",None,arXiv:2601.11657,,38.88344764709473,2601.11657v1_Size is Not the Solution Deformable Convolutions f.pdf
Learn Before Represent: Bridging Generative and Contrastive Learning,"Jiale Luo1, Xincheng Zhou2",None,arXiv:2601.11124,,39.74294662475586,2601.11124v1_Learn Before Represent Bridging Generative and Con.pdf
