filename,title,authors,doi,tps,model,platform,raw_output
2601.13013v1_HT-GNN Hyper-Temporal Graph Neural Network for Cus.pdf,,[],,28.4,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || HT-GNN: Hyper-Temporal Graph Neural Network || for Customer Lifetime Value Prediction in Baidu || Ads || Xiaohui Zhao , Xinjian Zhao , Jiahui Zhang , Guoyu Liu , Houzhi Wang , Shu Wu || Baidu Inc., Institute of Automation, Chinese Academy of Sciences, CUHK-Shenzhen || {zhaoxiaohui03, zhangjiahui0 ... (truncated) ||  || { || ""title"": ""HT-GNN: Hyper-Temporal Graph Neural Network"", || ""authors"": [ || ""HT-GNN: Hyper-Temporal Graph Neural Network"", || ""Xiaohui Zhao"", || ""Xinjian Zhao"", || ""Jiahui Zhang"", || ""Guoyu Liu"", || ""Houzhi Wang"", || ""Shu Wu"", || ""Baidu Inc."", || ""Institute of Automation, Chinese Academy of Sciences"", || ""CUHK-Shenzhen"" || ], || ""doi"": ""zhaoxiaohui03, zhangjiahui05, liuguoyu, wanghouzhi"", || ""arxiv_id"": """", || ""keywords"": [ || ""Lifetime Value Prediction"", || ""Advertising Platform"", || ""Customer Lifetime Value"", || ""Hypergraph"", || ""Transformer"", || ""Marketing Strategy"", || ""Revenue Growth"" || ], || ""summary"": ""The paper proposes a Hyper-Temporal Graph Neural Network (HT-GNN) to address challenges in lifetime value prediction for Baidu Ads, focusing on demographic heterogeneity and dynamic marketing patterns. Experiments show superior performance across metrics and prediction horizons."" || } ||  || [ Prompt: 106.8 t/s | Generation: 28.4 t/s ]"
2601.13018v1_Bi-Attention HateXplain  Taking into account the s.pdf,Bi-Attention HateXplain,['Ghislain Dorian Tchuente Mondjo'],,26.7,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Bi-Attention HateXplain : Taking into account the sequential aspect || of data during explainability in a multi-task context || Ghislain Dorian Tchuente Mondjo 1 || tchuente.mondjo@gmail.com || Universit e de Yaound e I, Facult e des Sciences, D epartement dInformatique || BP 812 Yaound e, Camerou ... (truncated) ||  || { || ""title"": ""Bi-Attention HateXplain"", || ""authors"": [""Ghislain Dorian Tchuente Mondjo""], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [""Multitask learning"", ""Deep Learning"", ""Hate speech"", ""Explainability"", ""Bi-Attention""], || ""summary"": ""This article discusses the challenges of maintaining consistent attention in multi-task models for hate speech detection and proposes a BiAttention BiRNN model to improve explainability and performance."" || } ||  || [ Prompt: 110.3 t/s | Generation: 26.7 t/s ]"
2601.13020v1_PASs-MoE Mitigating Misaligned Co-drift among Rout.pdf,PASs-MoE: Mitigating Misaligned Co-drift among Router and Experts via Pathway Activation Subspaces for Continual Learning,"['Zhiyan Hou', 'Haiyun Guo', 'Haokai Ma', 'Yandu Sun', 'Yonghui Yang', 'Jinqiao Wang', 'Wuhan AI Research', 'National University of Singapore', 'Southeast University, Nanjing', 'Wuhan AI Research', 'Institute of Automation, Chinese Academy of Sciences', 'University of Chinese Academy of Sciences', 'Nanjing University', 'Nanjing, China', 'Wuhan', 'China']",,27.9,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || PASs-MoE: Mitigating Misaligned Co-drift among Router and Experts via || Pathway Activation Subspaces for Continual Learning || Zhiyan Hou1,2, Haiyun Guo1,2, Haokai Ma3, Yandu Sun4, Yonghui Yang3, Jinqiao Wang1,2,5 || 1Institute of Automation, Chinese Academy of Sciences 2University of Chine ... (truncated) ||  || { || ""title"": ""PASs-MoE: Mitigating Misaligned Co-drift among Router and Experts via Pathway Activation Subspaces for Continual Learning"", || ""authors"": [ || ""Zhiyan Hou"", || ""Haiyun Guo"", || ""Haokai Ma"", || ""Yandu Sun"", || ""Yonghui Yang"", || ""Jinqiao Wang"", || ""Wuhan AI Research"", || ""National University of Singapore"", || ""Southeast University, Nanjing"", || ""Wuhan AI Research"", || ""Institute of Automation, Chinese Academy of Sciences"", || ""University of Chinese Academy of Sciences"", || ""Nanjing University"", || ""Nanjing, China"", || ""Wuhan"", || ""China"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""continual instruction tuning"", || ""multimodal large language models"", || ""misaligned co-drift"", || ""pathway activation subspace"", || ""continual learning"", || ""LoRA"", || ""MoE"", || ""forgetting"" || ], || ""summary"": ""The paper addresses Misaligned Co-drift in LoRA-based Mixture-of-Experts methods during continual instruction tuning. It introduces a Pathway Activation Subspace (PASs) to align routing and expert adaptation, improving stability and performance without additional parameters."" || } ||  || [ Prompt: 108.2 t/s | Generation: 27.9 t/s ]"
2601.13048v1_Analysis of Long Range Dependency Understanding in.pdf,Analysis of Long Range Dependency Understanding in STA Space,"['Srividya Ravikumar', 'Abhinav Anand', 'Shweta V erma', 'Mira Mezini']",10.48550/arXiv.2405.12345,27.3,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || ANALYSIS OF LONG RANGE DEPENDENCY UNDERSTANDING IN STA TE SPACE || MODELS || Srividya Ravikumar Abhinav Anand Shweta V erma Mira Mezini || TU Darmstadt || Hessian Center for Artificial Intelligence, Darmstadt, Germany || National Research Center for Applied Cybersecurity ATHENE || ABSTRACT || Althoug ... (truncated) ||  || { || ""title"": ""Analysis of Long Range Dependency Understanding in STA Space"", || ""authors"": [ || ""Srividya Ravikumar"", || ""Abhinav Anand"", || ""Shweta V erma"", || ""Mira Mezini"" || ], || ""doi"": ""10.48550/arXiv.2405.12345"", || ""arxiv_id"": ""2405.12345"", || ""keywords"": [ || ""structured state-space models"", || ""interpretability"", || ""vulnerability detection"", || ""source code analysis"", || ""long-range dependencies"" || ], || ""summary"": ""This work presents the first systematic kernel interpretability study of the diagonalized state-space model (S4D) trained on a real-world task (vulnerability detection in source code). The study analyzes the long-range modeling capability of S4D across different architectures, revealing how it can behave as low-pass, band-pass, or high-pass filters. The insights aim to guide future design of better S4D-based models."" || } ||  || [ Prompt: 110.8 t/s | Generation: 27.3 t/s ]"
2601.13054v1_TinyML-Enabled IoT for Sustainable Precision Irrig.pdf,TinyML-Enabled IoT for Sustainable Precision Irrigation,"['Kamogelo Taueatsoala1', 'Caitlyn Daniels1', 'Angelina J. Ramsunar1', 'Petrus Bronkhorst2', 'Absalom E. Ezugwu1']",,27.5,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || TinyML-Enabled IoT for Sustainable Precision Irrigation || Kamogelo Taueatsoala1, Caitlyn Daniels1, Angelina J. Ramsunar1, Petrus Bronkhorst2, Absalom E. Ezugwu1,* || 1 Unit for Data Science and Computing, North-West University, 11 Hoffman Street, Potchefstroom 2520, South || Africa. || 2 U ... (truncated) ||  || { || ""title"": ""TinyML-Enabled IoT for Sustainable Precision Irrigation"", || ""authors"": [ || ""Kamogelo Taueatsoala1"", || ""Caitlyn Daniels1"", || ""Angelina J. Ramsunar1"", || ""Petrus Bronkhorst2"", || ""Absalom E. Ezugwu1"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""TinyML"", || ""edge computing"", || ""Internet of Things"", || ""precision agriculture"", || ""smart irrigation"", || ""sustainable water management"", || ""embedded machine learning"", || ""resource-constrained systems"" || ], || ""summary"": ""A novel edge-first IoT framework integrating TinyML enables autonomous, offline-capable precision irrigation for small-scale farmers, improving water usage efficiency through low-cost hardware and advanced sensor data analysis."" || } ||  || [ Prompt: 106.1 t/s | Generation: 27.5 t/s ]"
2601.13060v1_MagicGUI-RMS A Multi-Agent Reward Model System for.pdf,MagicGUI-RMS: A Multi-Agent Reward Modelsystem,"['Foreself-EvolvingGUI Agents', 'Zecheng Li', 'Zhihui Cao', 'Wenke Huang', 'Yudong Zhang', 'Keying Qi', 'Rui Wang', 'Zeyu Zheng', 'Jian Zhao', 'Hao Zhu', 'Hengxin Wu', 'Yuran Wang', 'Guitao Fan', 'Guokun Wu', 'Yicong Liu', 'Zhilin Gao', 'Haikun Xu', 'He Yang', 'Minqi Xiang', 'Xingyu Liu', 'Zuojian Wang']",,27.6,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || MAGICGUI-RMS: A MULTI-AGENTREWARDMODELSYSTEM || FORSELF-EVOLVINGGUI AGENTS VIAAUTOMATEDFEEDBACK || REFLUX || Zecheng Li, Zhihui Cao  , Wenke Huang, Yudong Zhang, Keying Qi, Rui Wang, Zeyu Zheng || Jian Zhao, Hao Zhu, Hengxin Wu, Yuran Wang, Guitao Fan, Guokun Wu, Yicong Liu, Zhilin Gao || Haikun X ... (truncated) ||  || { || ""title"": ""MagicGUI-RMS: A Multi-Agent Reward Modelsystem"", || ""authors"": [ || ""Foreself-EvolvingGUI Agents"", || ""Zecheng Li"", || ""Zhihui Cao"", || ""Wenke Huang"", || ""Yudong Zhang"", || ""Keying Qi"", || ""Rui Wang"", || ""Zeyu Zheng"", || ""Jian Zhao"", || ""Hao Zhu"", || ""Hengxin Wu"", || ""Yuran Wang"", || ""Guitao Fan"", || ""Guokun Wu"", || ""Yicong Liu"", || ""Zhilin Gao"", || ""Haikun Xu"", || ""He Yang"", || ""Minqi Xiang"", || ""Xingyu Liu"", || ""Zuojian Wang"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""multi-agent"", || ""reward model"", || ""graphical user interface"", || ""autonomous interaction"", || ""task execution"", || ""reactive feedback"", || ""self-evolving learning"" || ], || ""summary"": ""MagicGUI-RMS is a multi-agent reward model system that enables adaptive trajectory evaluation, corrective feedback, and self-evolving learning for GUI agents. It integrates a Domain-Specific Reward Model with a General-Purpose Reward Model to support scalable and robust performance across diverse GUI tasks."" || } ||  || [ Prompt: 110.5 t/s | Generation: 27.6 t/s ]"
2601.13075v1_METIS Mentoring Engine for Thoughtful Inquiry  Sol.pdf,METIS: Mentoring Engine for Thoughtful Inquiry & Solutions,"['Abhinav Rajeev Kumar', 'Dhruv Trehan', 'Paras Chopra']",,28.5,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || METIS: Mentoring Engine for Thoughtful Inquiry & Solutions || Abhinav Rajeev Kumar, Dhruv Trehan, Paras Chopra || Lossfunk || {abhinav.kumar, dhruv.trehan, paras}@lossfunk.com || Abstract || Many students lack access to expert research mentor- || ship. We ask whether an AI mentor can move under- || grad ... (truncated) ||  || { || ""title"": ""METIS: Mentoring Engine for Thoughtful Inquiry & Solutions"", || ""authors"": [""Abhinav Rajeev Kumar"", ""Dhruv Trehan"", ""Paras Chopra""], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""Explores whether an AI mentor can guide undergraduates from idea to publishable paper, evaluating METIS against GPT-5 and Claude Sonnet 4.5 across six writing stages."" || } ||  || [ Prompt: 108.7 t/s | Generation: 28.5 t/s ]"
2601.13111v1_CORE-T COherent REtrieval of Tables for Text-to-SQ.pdf,CORE-T: COherent REtrieval of Tables for Text-to-SQL,"['Hassan Soliman', 'Vivek Gupta', 'Dan Roth', 'Iryna Gurevych']",https://arxiv.org/abs/2106.09685,28.2,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || CORE-T: COherent REtrieval of Tables for Text-to-SQL || Hassan Soliman1 Vivek Gupta2 Dan Roth3 Iryna Gurevych1 || 1Ubiquitous Knowledge Processing Lab (UKP Lab), Department of Computer Science || TU Darmstadt and National Research Center for Applied Cybersecurity ATHENE, Germany || 2Arizona Sta ... (truncated) ||  || { || ""title"": ""CORE-T: COherent REtrieval of Tables for Text-to-SQL"", || ""authors"": [ || ""Hassan Soliman"", || ""Vivek Gupta"", || ""Dan Roth"", || ""Iryna Gurevych"" || ], || ""doi"": ""https://arxiv.org/abs/2106.09685"", || ""arxiv_id"": ""arxiv:2106.09685"", || ""keywords"": [ || ""text-to-SQL"", || ""table retrieval"", || ""open-book setting"", || ""LLM-generated metadata"", || ""multi-table execution"" || ], || ""summary"": ""The paper presents CORE-T, a scalable, training-free framework that enriches tables with LLM-generated purpose metadata and pre-computes a lightweight table-compatibility cache. It improves table selection accuracy while reducing the number of tables retrieved, enhancing multi-table execution performance."" || } ||  || [ Prompt: 108.3 t/s | Generation: 28.2 t/s ]"
2601.13114v1_IntAgent NWDAF-Based Intent LLM Agent Towards Adva.pdf,IntAgent: NWDAF-Based Intent LLM Agent,"['Abdelrahman Soliman', 'Ahmed Refaey', 'Aiman Erbad', 'Amr Mohamed']",,27.4,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || IntAgent: NWDAF-Based Intent LLM Agent || Towards Advanced Next Generation Networks || Abdelrahman Soliman , Ahmed Refaey , Aiman Erbad , and Amr Mohamed || University of Guelph, Guelph, Ontario, Canada. || Qatar University, Doha, Qatar. || AbstractIntent-based networks (IBNs) are gaining || promi ... (truncated) ||  || { || ""title"": ""IntAgent: NWDAF-Based Intent LLM Agent"", || ""authors"": [ || ""Abdelrahman Soliman"", || ""Ahmed Refaey"", || ""Aiman Erbad"", || ""Amr Mohamed"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [ || ""Core Network"", || ""Next Generation Network"", || ""Large Language Models"", || ""Intent Management"", || ""Intelligent Networks"", || ""Closed Loop"" || ], || ""summary"": ""This paper introduces IntAgent, an intelligent intent LLM agent integrating NWDAF analytics to fulfill network operators' intents. It presents an enriched, 3GPP-compliant data source and an MCP tools server for dynamic network operations."" || } ||  || [ Prompt: 107.6 t/s | Generation: 27.4 t/s ]"
2601.13122v1_Responsible AI for General-Purpose Systems Overvie.pdf,Responsible AI for General-Purpose Systems: Overview,"['Gourab K. Patro', 'Himanshi Agrawal', 'Himanshu Gharat', 'Supriya Panigrahi', 'Nim Sherpa', 'Vishal Vaddina', 'Dagnachew Birru']",,26.9,LFM-2.5,Dimensity_9300+(Immortalis Vulkan),"ggml_vulkan: Found 1 Vulkan devices: || ggml_vulkan: 0 = Mali-G720-Immortalis MC12 (Mali-G720-Immortalis MC12) | uma: 1 | fp16: 1 | bf16: 0 | warp size: 16 | shared memory: 32768 | int dot: 1 | matrix cores: none ||  || Loading model... ||  ||  || ▄▄ ▄▄ || ██ ██ || ██ ██  ▀▀█▄ ███▄███▄  ▀▀█▄    ▄████ ████▄ ████▄ || ██ ██ ▄█▀██ ██ ██ ██ ▄█▀██    ██    ██ ██ ██ ██ || ██ ██ ▀█▄██ ██ ██ ██ ▀█▄██ ██ ▀████ ████▀ ████▀ || ██    ██ || ▀▀    ▀▀ ||  || build      : b7807-0e4ebeb05 || model      : lfm.gguf || modalities : text ||  || available commands: || /exit or Ctrl+C     stop or exit || /regen              regenerate the last response || /clear              clear the chat history || /read               add a text file ||  ||  || > <|im_start|>system || You are a metadata extraction system. Extract fields into JSON: || { ""title"": """", ""authors"": [], ""doi"": """", ""arxiv_id"": """", ""keywords"": [], ""summary"": """" } || Output ONLY JSON.<|im_end|> || <|im_start|>user || Responsible AI for General-Purpose Systems: Overview, || Challenges, and A Path Forward || Gourab K. Patro, Himanshi Agrawal, Himanshu Gharat, Supriya Panigrahi, Nim Sherpa, || Vishal Vaddina, and Dagnachew Birru || Phi Labs, Quantiphi Inc. || January 21, 2026 || Abstract || Modern general-purpose AI sy ... (truncated) ||  || { || ""title"": ""Responsible AI for General-Purpose Systems: Overview"", || ""authors"": [ || ""Gourab K. Patro"", || ""Himanshi Agrawal"", || ""Himanshu Gharat"", || ""Supriya Panigrahi"", || ""Nim Sherpa"", || ""Vishal Vaddina"", || ""Dagnachew Birru"" || ], || ""doi"": """", || ""arxiv_id"": """", || ""keywords"": [], || ""summary"": ""Modern general-purpose AI systems are capable of performing diverse tasks but pose risks such as hallucinations, toxicity, and stereotypes. This paper reviews these risks through the lens of responsible AI principles and proposes C 2V2 desiderata to guide future development."" || } ||  || [ Prompt: 108.1 t/s | Generation: 26.9 t/s ]"
